date,state,fips,cases
4/4/20,Minnesota,27,865
4/4/20,Mississippi,28,1455
4/4/20,Missouri,29,2291
4/4/20,Montana,30,281
4/4/20,Nebraska,31,339
4/4/20,Nevada,32,1758
4/4/20,New Hampshire,33,621
4/4/20,New Jersey,34,34124
4/4/20,New Mexico,35,543
4/4/20,New York,36,115963
4/4/20,North Carolina,37,2402
4/4/20,North Dakota,38,186
4/4/20,Northern Mariana Islands,69,8
4/4/20,Ohio,39,3739
4/4/20,Oklahoma,40,1159
4/4/20,Oregon,41,999
4/4/20,Pennsylvania,42,10109
4/4/20,Puerto Rico,72,452
4/4/20,Rhode Island,44,806
4/4/20,South Carolina,45,1917
4/4/20,South Dakota,46,212
4/4/20,Tennessee,47,3265
4/4/20,Texas,48,6566
4/4/20,Utah,49,1426
4/4/20,Vermont,50,461
4/4/20,Virgin Islands,78,42
4/4/20,Virginia,51,2406
4/4/20,Washington,53,7499
4/4/20,West Virginia,54,282
4/4/20,Wisconsin,55,2112
4/4/20,Wyoming,56,188
4/5/20,Alabama,1,1840
4/5/20,Alaska,2,183
4/5/20,Arizona,4,2269
4/5/20,Arkansas,5,853
4/5/20,California,6,15076
4/5/20,Colorado,8,4950
4/5/20,Connecticut,9,5675
4/5/20,Delaware,10,673
4/5/20,District of Columbia,11,998
4/5/20,Florida,12,12342
4/5/20,Georgia,13,6742
4/5/20,Guam,66,265
4/5/20,Hawaii,15,369
4/5/20,Idaho,16,1100
4/5/20,Illinois,17,11276
4/5/20,Indiana,18,4437
4/5/20,Iowa,19,868
4/5/20,Kansas,20,767
4/5/20,Kentucky,21,1048
4/5/20,Louisiana,22,13014
4/5/20,Maine,23,470
4/5/20,Maryland,24,3609
4/5/20,Massachusetts,25,12500
4/5/20,Michigan,26,15633
4/5/20,Minnesota,27,935
4/5/20,Mississippi,28,1638
4/5/20,Missouri,29,2367
4/5/20,Montana,30,298
4/5/20,Nebraska,31,376
4/5/20,Nevada,32,1880
4/5/20,New Hampshire,33,669
4/5/20,New Jersey,34,37505
4/5/20,New Mexico,35,624
4/5/20,New York,36,124085
4/5/20,North Carolina,37,2585
4/5/20,North Dakota,38,207
4/5/20,Northern Mariana Islands,69,8
4/5/20,Ohio,39,4043
4/5/20,Oklahoma,40,1251
4/5/20,Oregon,41,1068
4/5/20,Pennsylvania,42,11589
4/5/20,Puerto Rico,72,475
4/5/20,Rhode Island,44,922
4/5/20,South Carolina,45,2049
4/5/20,South Dakota,46,240
4/5/20,Tennessee,47,3538
4/5/20,Texas,48,7091
4/5/20,Utah,49,1618
4/5/20,Vermont,50,512
4/5/20,Virgin Islands,78,42
4/5/20,Virginia,51,2636
4/5/20,Washington,53,7985
4/5/20,West Virginia,54,324
4/5/20,Wisconsin,55,2267
4/5/20,Wyoming,56,200
4/6/20,Alabama,1,2005
4/6/20,Alaska,2,189
4/6/20,Arizona,4,2465
4/6/20,Arkansas,5,927
4/6/20,California,6,16284
4/6/20,Colorado,8,5172
4/6/20,Connecticut,9,6906
4/6/20,Delaware,10,783
4/6/20,District of Columbia,11,1097
4/6/20,Florida,12,13621
4/6/20,Georgia,13,7558
4/6/20,Guam,66,266
4/6/20,Hawaii,15,385
4/6/20,Idaho,16,1170
4/6/20,Illinois,17,12262
4/6/20,Indiana,18,4986
4/6/20,Iowa,19,946
4/6/20,Kansas,20,854
4/6/20,Kentucky,21,1057
4/6/20,Louisiana,22,14867
4/6/20,Maine,23,499
4/6/20,Maryland,24,4045
4/6/20,Massachusetts,25,13837
4/6/20,Michigan,26,17129
4/6/20,Minnesota,27,986
4/6/20,Mississippi,28,1738
4/6/20,Missouri,29,2722
4/6/20,Montana,30,319
4/6/20,Nebraska,31,437
4/6/20,Nevada,32,1971
4/6/20,New Hampshire,33,715
4/6/20,New Jersey,34,41090
4/6/20,New Mexico,35,686
4/6/20,New York,36,132061
4/6/20,North Carolina,37,2870
4/6/20,North Dakota,38,225
4/6/20,Northern Mariana Islands,69,8
4/6/20,Ohio,39,4450
4/6/20,Oklahoma,40,1326
4/6/20,Oregon,41,1132
4/6/20,Pennsylvania,42,13074
4/6/20,Puerto Rico,72,513
4/6/20,Rhode Island,44,1082
4/6/20,South Carolina,45,2232
4/6/20,South Dakota,46,288
4/6/20,Tennessee,47,3753
4/6/20,Texas,48,8104
4/6/20,Utah,49,1662
4/6/20,Vermont,50,543
4/6/20,Virgin Islands,78,43
4/6/20,Virginia,51,2877
4/6/20,Washington,53,8385
4/6/20,West Virginia,54,345
4/6/20,Wisconsin,55,2440
4/6/20,Wyoming,56,212
4/7/20,Alabama,1,2197
4/7/20,Alaska,2,211
4/7/20,Arizona,4,2575
4/7/20,Arkansas,5,997
4/7/20,California,6,17540
4/7/20,Colorado,8,5429
4/7/20,Connecticut,9,7781
4/7/20,Delaware,10,928
4/7/20,District of Columbia,11,1211
4/7/20,Florida,12,14739
4/7/20,Georgia,13,9156
4/7/20,Guam,66,274
4/7/20,Hawaii,15,408
4/7/20,Idaho,16,1210
4/7/20,Illinois,17,13549
4/7/20,Indiana,18,5542
4/7/20,Iowa,19,1048
4/7/20,Kansas,20,905
4/7/20,Kentucky,21,1289
4/7/20,Louisiana,22,16284
4/7/20,Maine,23,519
4/7/20,Maryland,24,4371
4/7/20,Massachusetts,25,15202
4/7/20,Michigan,26,18851
4/7/20,Minnesota,27,1069
4/7/20,Mississippi,28,1915
4/7/20,Missouri,29,3037
4/7/20,Montana,30,319
4/7/20,Nebraska,31,490
4/7/20,Nevada,32,2101
4/7/20,New Hampshire,33,747
4/7/20,New Jersey,34,44416
4/7/20,New Mexico,35,794
4/7/20,New York,36,141703
4/7/20,North Carolina,37,3220
4/7/20,North Dakota,38,237
4/7/20,Northern Mariana Islands,69,8
4/7/20,Ohio,39,4783
4/7/20,Oklahoma,40,1470
4/7/20,Oregon,41,1181
4/7/20,Pennsylvania,42,14582
4/7/20,Puerto Rico,72,573
4/7/20,Rhode Island,44,1229
4/7/20,South Carolina,45,2417
4/7/20,South Dakota,46,320
4/7/20,Tennessee,47,4010
4/7/20,Texas,48,8968
4/7/20,Utah,49,1737
4/7/20,Vermont,50,575
4/7/20,Virgin Islands,78,45
4/7/20,Virginia,51,3332
4/7/20,Washington,53,8683
4/7/20,West Virginia,54,412
4/7/20,Wisconsin,55,2578
4/7/20,Wyoming,56,221
4/8/20,Alabama,1,2498
4/8/20,Alaska,2,224
4/8/20,Arizona,4,2726
4/8/20,Arkansas,5,1077
4/8/20,California,6,19043
4/8/20,Colorado,8,5655
4/8/20,Connecticut,9,8781
4/8/20,Delaware,10,1116
4/8/20,District of Columbia,11,1440
4/8/20,Florida,12,15690
4/8/20,Georgia,13,10204
4/8/20,Guam,66,409
4/8/20,Hawaii,15,433
4/8/20,Idaho,16,1232
4/8/20,Illinois,17,15078
4/8/20,Indiana,18,5986
4/8/20,Iowa,19,1145
4/8/20,Kansas,20,1055
4/8/20,Kentucky,21,1393
4/8/20,Louisiana,22,17030
4/8/20,Maine,23,537
4/8/20,Maryland,24,5529
4/8/20,Massachusetts,25,16790
4/8/20,Michigan,26,20220
4/8/20,Minnesota,27,1154
4/8/20,Mississippi,28,2003
4/8/20,Missouri,29,3327
4/8/20,Montana,30,332
4/8/20,Nebraska,31,538
4/8/20,Nevada,32,2318
4/8/20,New Hampshire,33,788
4/8/20,New Jersey,34,47437
4/8/20,New Mexico,35,865
4/8/20,New York,36,151271
4/8/20,North Carolina,37,3423
4/8/20,North Dakota,38,251
4/8/20,Northern Mariana Islands,69,11
4/8/20,Ohio,39,5149
4/8/20,Oklahoma,40,1523
4/8/20,Oregon,41,1239
4/8/20,Pennsylvania,42,16414
4/8/20,Puerto Rico,72,620
4/8/20,Rhode Island,44,1450
4/8/20,South Carolina,45,2552
4/8/20,South Dakota,46,393
4/8/20,Tennessee,47,4246
4/8/20,Texas,48,9897
4/8/20,Utah,49,1860
4/8/20,Vermont,50,605
4/8/20,Virgin Islands,78,45
4/8/20,Virginia,51,3644
4/8/20,Washington,53,9098
4/8/20,West Virginia,54,483
4/8/20,Wisconsin,55,2756
4/8/20,Wyoming,56,230
4/9/20,Alabama,1,2838
4/9/20,Alaska,2,233
4/9/20,Arizona,4,3018
4/9/20,Arkansas,5,1146
4/9/20,California,6,20191
4/9/20,Colorado,8,6202
4/9/20,Connecticut,9,9784
4/9/20,Delaware,10,1209
4/9/20,District of Columbia,11,1523
4/9/20,Florida,12,16819
4/9/20,Georgia,13,10885
4/9/20,Guam,66,542
4/9/20,Hawaii,15,440
4/9/20,Idaho,16,1366
4/9/20,Illinois,17,16422
4/9/20,Indiana,18,6400
4/9/20,Iowa,19,1270
4/9/20,Kansas,20,1116
4/9/20,Kentucky,21,1525
4/9/20,Louisiana,22,18283
4/9/20,Maine,23,560
4/9/20,Maryland,24,6185
4/9/20,Massachusetts,25,18941
4/9/20,Michigan,26,21375
4/9/20,Minnesota,27,1242
4/9/20,Mississippi,28,2260
4/9/20,Missouri,29,3539
4/9/20,Montana,30,354
4/9/20,Nebraska,31,594
4/9/20,Nevada,32,2456
4/9/20,New Hampshire,33,819
4/9/20,New Jersey,34,51027
4/9/20,New Mexico,35,989
4/9/20,New York,36,162036
4/9/20,North Carolina,37,3651
4/9/20,North Dakota,38,269
4/9/20,Northern Mariana Islands,69,11
4/9/20,Ohio,39,5513
4/9/20,Oklahoma,40,1683
4/9/20,Oregon,41,1321
4/9/20,Pennsylvania,42,18379
4/9/20,Puerto Rico,72,683
4/9/20,Rhode Island,44,1727
4/9/20,South Carolina,45,2792
4/9/20,South Dakota,46,447
4/9/20,Tennessee,47,4456
4/9/20,Texas,48,11372
4/9/20,Utah,49,1980
4/9/20,Vermont,50,628
4/9/20,Virgin Islands,78,46
4/9/20,Virginia,51,4041
4/9/20,Washington,53,9609
4/9/20,West Virginia,54,524
4/9/20,Wisconsin,55,2885
4/9/20,Wyoming,56,303
4/10/20,Alabama,1,3008
4/10/20,Alaska,2,244
4/10/20,Arizona,4,3112
4/10/20,Arkansas,5,1202
4/10/20,California,6,21366
4/10/20,Colorado,8,6510
4/10/20,Connecticut,9,10538
4/10/20,Delaware,10,1326
4/10/20,District of Columbia,11,1660
4/10/20,Florida,12,17960
4/10/20,Georgia,13,11859
4/10/20,Guam,66,577
4/10/20,Hawaii,15,463
4/10/20,Idaho,16,1425
4/10/20,Illinois,17,17887
4/10/20,Indiana,18,6960
4/10/20,Iowa,19,1388
4/10/20,Kansas,20,1180
4/10/20,Kentucky,21,1702
4/10/20,Louisiana,22,19253
4/10/20,Maine,23,586
4/10/20,Maryland,24,6968
4/10/20,Massachusetts,25,20974
4/10/20,Michigan,26,22646
4/10/20,Minnesota,27,1335
4/10/20,Mississippi,28,2469
4/10/20,Missouri,29,3799
4/10/20,Montana,30,365
4/10/20,Nebraska,31,678
4/10/20,Nevada,32,2606
4/10/20,New Hampshire,33,885
4/10/20,New Jersey,34,54588
4/10/20,New Mexico,35,1090
4/10/20,New York,36,172830
4/10/20,North Carolina,37,3906
4/10/20,North Dakota,38,278
4/10/20,Northern Mariana Islands,69,11
4/10/20,Ohio,39,5879
4/10/20,Oklahoma,40,1794
4/10/20,Oregon,41,1371
4/10/20,Pennsylvania,42,20128
4/10/20,Puerto Rico,72,725
4/10/20,Rhode Island,44,2015
4/10/20,South Carolina,45,3065
4/10/20,South Dakota,46,536
4/10/20,Tennessee,47,4793
4/10/20,Texas,48,12290
4/10/20,Utah,49,2103
4/10/20,Vermont,50,679
4/10/20,Virgin Islands,78,46
4/10/20,Virginia,51,4508
4/10/20,Washington,53,9888
4/10/20,West Virginia,54,537
4/10/20,Wisconsin,55,3068
4/10/20,Wyoming,56,320
4/11/20,Alabama,1,3262
4/11/20,Alaska,2,255
4/11/20,Arizona,4,3393
4/11/20,Arkansas,5,1228
4/11/20,California,6,22421
4/11/20,Colorado,8,6893
4/11/20,Connecticut,9,11510
4/11/20,Delaware,10,1479
4/11/20,District of Columbia,11,1778
4/11/20,Florida,12,18978
4/11/20,Georgia,13,12261
4/11/20,Guam,66,681
4/11/20,Hawaii,15,484
4/11/20,Idaho,16,1438
4/11/20,Illinois,17,19180
4/11/20,Indiana,18,7494
4/11/20,Iowa,19,1510
4/11/20,Kansas,20,1282
4/11/20,Kentucky,21,1851
4/11/20,Louisiana,22,20014
4/11/20,Maine,23,616
4/11/20,Maryland,24,7694
4/11/20,Massachusetts,25,22860
4/11/20,Michigan,26,23853
4/11/20,Minnesota,27,1427
4/11/20,Mississippi,28,2642
4/11/20,Missouri,29,4024
4/11/20,Montana,30,377
4/11/20,Nebraska,31,718
4/11/20,Nevada,32,2720
4/11/20,New Hampshire,33,929
4/11/20,New Jersey,34,58151
4/11/20,New Mexico,35,1174
4/11/20,New York,36,182990
4/11/20,North Carolina,37,4310
4/11/20,North Dakota,38,293
4/11/20,Northern Mariana Islands,69,11
4/11/20,Ohio,39,6251
4/11/20,Oklahoma,40,1868
4/11/20,Oregon,41,1447
4/11/20,Pennsylvania,42,21774
4/11/20,Puerto Rico,72,788
4/11/20,Rhode Island,44,2349
4/11/20,South Carolina,45,3207
4/11/20,South Dakota,46,626
4/11/20,Tennessee,47,4983
4/11/20,Texas,48,13208
4/11/20,Utah,49,2208
4/11/20,Vermont,50,711
4/11/20,Virgin Islands,78,51
4/11/20,Virginia,51,5076
4/11/20,Washington,53,10227
4/11/20,West Virginia,54,593
4/11/20,Wisconsin,55,3213
4/11/20,Wyoming,56,343
4/12/20,Alabama,1,3583
4/12/20,Alaska,2,270
4/12/20,Arizona,4,3539
4/12/20,Arkansas,5,1280
4/12/20,California,6,23323
4/12/20,Colorado,8,7303
4/12/20,Connecticut,9,12035
4/12/20,Delaware,10,1625
4/12/20,District of Columbia,11,1875
4/12/20,Florida,12,19855
4/12/20,Georgia,13,12103
4/12/20,Guam,66,716
4/12/20,Hawaii,15,497
4/12/20,Idaho,16,1457
4/12/20,Illinois,17,20852
4/12/20,Indiana,18,7990
4/12/20,Iowa,19,1587
4/12/20,Kansas,20,1337
4/12/20,Kentucky,21,1963
4/12/20,Louisiana,22,20595
4/12/20,Maine,23,633
4/12/20,Maryland,24,8225
4/12/20,Massachusetts,25,25475
4/12/20,Michigan,26,24494
4/12/20,Minnesota,27,1621
4/12/20,Mississippi,28,2781
4/12/20,Missouri,29,4160
4/12/20,Montana,30,387
4/12/20,Nebraska,31,805
4/12/20,Nevada,32,2860
4/12/20,New Hampshire,33,985
4/12/20,New Jersey,34,61850
4/12/20,New Mexico,35,1245
4/12/20,New York,36,191425
4/12/20,North Carolina,37,4520
4/12/20,North Dakota,38,308
4/12/20,Northern Mariana Islands,69,11
4/12/20,Ohio,39,6605
4/12/20,Oklahoma,40,1970
4/12/20,Oregon,41,1527
4/12/20,Pennsylvania,42,22955
4/12/20,Puerto Rico,72,897
4/12/20,Rhode Island,44,2665
4/12/20,South Carolina,45,3319
4/12/20,South Dakota,46,729
4/12/20,Tennessee,47,5144
4/12/20,Texas,48,13776
4/12/20,Utah,49,2305
4/12/20,Vermont,50,727
4/12/20,Virgin Islands,78,51
4/12/20,Virginia,51,5273
4/12/20,Washington,53,10414
4/12/20,West Virginia,54,615
4/12/20,Wisconsin,55,3341
4/12/20,Wyoming,56,364
4/13/20,Alabama,1,3805
4/13/20,Alaska,2,275
4/13/20,Arizona,4,3702
4/13/20,Arkansas,5,1475
4/13/20,California,6,24334
4/13/20,Colorado,8,7691
4/13/20,Connecticut,9,13381
4/13/20,Delaware,10,1761
4/13/20,District of Columbia,11,1955
4/13/20,Florida,12,21011
4/13/20,Georgia,13,13125
4/13/20,Guam,66,719
4/13/20,Hawaii,15,502
4/13/20,Idaho,16,1499
4/13/20,Illinois,17,22025
4/13/20,Indiana,18,8300
4/13/20,Iowa,19,1710
4/13/20,Kansas,20,1382
4/13/20,Kentucky,21,2048
4/13/20,Louisiana,22,21016
4/13/20,Maine,23,698
4/13/20,Maryland,24,8936
4/13/20,Massachusetts,25,26867
4/13/20,Michigan,26,25487
4/13/20,Minnesota,27,1650
4/13/20,Mississippi,28,2942
4/13/20,Missouri,29,4388
4/13/20,Montana,30,394
4/13/20,Nebraska,31,870
4/13/20,Nevada,32,3036
4/13/20,New Hampshire,33,1020
4/13/20,New Jersey,34,64584
4/13/20,New Mexico,35,1345
4/13/20,New York,36,197973
4/13/20,North Carolina,37,4788
4/13/20,North Dakota,38,331
4/13/20,Northern Mariana Islands,69,11
4/13/20,Ohio,39,6975
4/13/20,Oklahoma,40,2069
4/13/20,Oregon,41,1584
4/13/20,Pennsylvania,42,24295
4/13/20,Puerto Rico,72,903
4/13/20,Rhode Island,44,2976
4/13/20,South Carolina,45,3439
4/13/20,South Dakota,46,867
4/13/20,Tennessee,47,5483
4/13/20,Texas,48,14487
4/13/20,Utah,49,2368
4/13/20,Vermont,50,748
4/13/20,Virgin Islands,78,51
4/13/20,Virginia,51,5746
4/13/20,Washington,53,10547
4/13/20,West Virginia,54,638
4/13/20,Wisconsin,55,3428
4/13/20,Wyoming,56,373
4/14/20,Alabama,1,3953
4/14/20,Alaska,2,283
4/14/20,Arizona,4,3806
4/14/20,Arkansas,5,1498
4/14/20,California,6,25758
4/14/20,Colorado,8,7941
4/14/20,Connecticut,9,13989
4/14/20,Delaware,10,1926
4/14/20,District of Columbia,11,2058
4/14/20,Florida,12,21620
4/14/20,Georgia,13,13913
4/14/20,Guam,66,721
4/14/20,Hawaii,15,511
4/14/20,Idaho,16,1538
4/14/20,Illinois,17,23247
4/14/20,Indiana,18,8598
4/14/20,Iowa,19,1899
4/14/20,Kansas,20,1438
4/14/20,Kentucky,21,2210
4/14/20,Louisiana,22,21518
4/14/20,Maine,23,734
4/14/20,Maryland,24,9472
4/14/20,Massachusetts,25,28163
4/14/20,Michigan,26,26844
4/14/20,Minnesota,27,1695
4/14/20,Mississippi,28,3087
4/14/20,Missouri,29,4686
4/14/20,Montana,30,399
4/14/20,Nebraska,31,930
4/14/20,Nevada,32,3137
4/14/20,New Hampshire,33,1091
4/14/20,New Jersey,34,68824
4/14/20,New Mexico,35,1407
4/14/20,New York,36,205375
4/14/20,North Carolina,37,4992
4/14/20,North Dakota,38,341
4/14/20,Northern Mariana Islands,69,13
4/14/20,Ohio,39,7280
4/14/20,Oklahoma,40,2184
4/14/20,Oregon,41,1633
4/14/20,Pennsylvania,42,25591
4/14/20,Puerto Rico,72,923
4/14/20,Rhode Island,44,3251
4/14/20,South Carolina,45,3553
4/14/20,South Dakota,46,987
4/14/20,Tennessee,47,5654
4/14/20,Texas,48,15303
4/14/20,Utah,49,2420
4/14/20,Vermont,50,752
4/14/20,Virgin Islands,78,51
4/14/20,Virginia,51,6170
4/14/20,Washington,53,10711
4/14/20,West Virginia,54,697
4/14/20,Wisconsin,55,3555
4/14/20,Wyoming,56,373
4/15/20,Alabama,1,4241
4/15/20,Alaska,2,291
4/15/20,Arizona,4,3962
4/15/20,Arkansas,5,1599
4/15/20,California,6,27107
4/15/20,Colorado,8,8280
4/15/20,Connecticut,9,14755
4/15/20,Delaware,10,2014
4/15/20,District of Columbia,11,2197
4/15/20,Florida,12,22526
4/15/20,Georgia,13,14583
4/15/20,Guam,66,750
4/15/20,Hawaii,15,524
4/15/20,Idaho,16,1587
4/15/20,Illinois,17,24593
4/15/20,Indiana,18,9030
4/15/20,Iowa,19,1995
4/15/20,Kansas,20,1501
4/15/20,Kentucky,21,2295
4/15/20,Louisiana,22,21951
4/15/20,Maine,23,770
4/15/20,Maryland,24,10096
4/15/20,Massachusetts,25,29918
4/15/20,Michigan,26,27893
4/15/20,Minnesota,27,1809
4/15/20,Mississippi,28,3360
4/15/20,Missouri,29,4895
4/15/20,Montana,30,404
4/15/20,Nebraska,31,994
4/15/20,Nevada,32,3212
4/15/20,New Hampshire,33,1139
4/15/20,New Jersey,34,71030
4/15/20,New Mexico,35,1484
4/15/20,New York,36,217130
4/15/20,North Carolina,37,5123
4/15/20,North Dakota,38,365
4/15/20,Northern Mariana Islands,69,13
4/15/20,Ohio,39,7791
4/15/20,Oklahoma,40,2263
4/15/20,Oregon,41,1663
4/15/20,Pennsylvania,42,26804
4/15/20,Puerto Rico,72,974
4/15/20,Rhode Island,44,3529
4/15/20,South Carolina,45,3656
4/15/20,South Dakota,46,1167
4/15/20,Tennessee,47,5864
4/15/20,Texas,48,16106
4/15/20,Utah,49,2549
4/15/20,Vermont,50,759
4/15/20,Virgin Islands,78,51
4/15/20,Virginia,51,6499
4/15/20,Washington,53,10806
4/15/20,West Virginia,54,725
4/15/20,Wisconsin,55,3721
4/15/20,Wyoming,56,392
4/16/20,Alabama,1,4404
4/16/20,Alaska,2,298
4/16/20,Arizona,4,4234
4/16/20,Arkansas,5,1620
4/16/20,California,6,28142
4/16/20,Colorado,8,8675
4/16/20,Connecticut,9,15884
4/16/20,Delaware,10,2075
4/16/20,District of Columbia,11,2350
4/16/20,Florida,12,23332
4/16/20,Georgia,13,15644
4/16/20,Guam,66,790
4/16/20,Hawaii,15,535
4/16/20,Idaho,16,1609
4/16/20,Illinois,17,25734
4/16/20,Indiana,18,9619
4/16/20,Iowa,19,2141
4/16/20,Kansas,20,1593
4/16/20,Kentucky,21,2429
4/16/20,Louisiana,22,22532
4/16/20,Maine,23,796
4/16/20,Maryland,24,10851
4/16/20,Massachusetts,25,32181
4/16/20,Michigan,26,29119
4/16/20,Minnesota,27,1912
4/16/20,Mississippi,28,3624
4/16/20,Missouri,29,5111
4/16/20,Montana,30,415
4/16/20,Nebraska,31,1094
4/16/20,Nevada,32,3321
4/16/20,New Hampshire,33,1211
4/16/20,New Jersey,34,75317
4/16/20,New Mexico,35,1597
4/16/20,New York,36,225761
4/16/20,North Carolina,37,5463
4/16/20,North Dakota,38,393
4/16/20,Northern Mariana Islands,69,13
4/16/20,Ohio,39,8414
4/16/20,Oklahoma,40,2357
4/16/20,Oregon,41,1736
4/16/20,Pennsylvania,42,28314
4/16/20,Puerto Rico,72,1043
4/16/20,Rhode Island,44,3838
4/16/20,South Carolina,45,3931
4/16/20,South Dakota,46,1310
4/16/20,Tennessee,47,6077
4/16/20,Texas,48,16928
4/16/20,Utah,49,2687
4/16/20,Vermont,50,768
4/16/20,Virgin Islands,78,51
4/16/20,Virginia,51,6888
4/16/20,Washington,53,11180
4/16/20,West Virginia,54,739
4/16/20,Wisconsin,55,3875
4/16/20,Wyoming,56,393
4/17/20,Alabama,1,4572
4/17/20,Alaska,2,307
4/17/20,Arizona,4,4507
4/17/20,Arkansas,5,1695
4/17/20,California,6,29398
4/17/20,Colorado,8,9047
4/17/20,Connecticut,9,16809
4/17/20,Delaware,10,2323
4/17/20,District of Columbia,11,2476
4/17/20,Florida,12,24745
4/17/20,Georgia,13,16658
4/17/20,Guam,66,796
4/17/20,Hawaii,15,547
4/17/20,Idaho,16,1655
4/17/20,Illinois,17,27575
4/17/20,Indiana,18,10234
4/17/20,Iowa,19,2332
4/17/20,Kansas,20,1730
4/17/20,Kentucky,21,2522
4/17/20,Louisiana,22,23118
4/17/20,Maine,23,827
4/17/20,Maryland,24,11641
4/17/20,Massachusetts,25,34402
4/17/20,Michigan,26,29952
4/17/20,Minnesota,27,2071
4/17/20,Mississippi,28,3793
4/17/20,Missouri,29,5283
4/17/20,Montana,30,422
4/17/20,Nebraska,31,1216
4/17/20,Nevada,32,3524
4/17/20,New Hampshire,33,1287
4/17/20,New Jersey,34,78467
4/17/20,New Mexico,35,1711
4/17/20,New York,36,233293
4/17/20,North Carolina,37,5859
4/17/20,North Dakota,38,439
4/17/20,Northern Mariana Islands,69,14
4/17/20,Ohio,39,9107
4/17/20,Oklahoma,40,2465
4/17/20,Oregon,41,1785
4/17/20,Pennsylvania,42,30121
4/17/20,Puerto Rico,72,1068
4/17/20,Rhode Island,44,4177
4/17/20,South Carolina,45,4086
4/17/20,South Dakota,46,1410
4/17/20,Tennessee,47,6423
4/17/20,Texas,48,18131
4/17/20,Utah,49,2813
4/17/20,Vermont,50,779
4/17/20,Virgin Islands,78,51
4/17/20,Virginia,51,7490
4/17/20,Washington,53,11479
4/17/20,West Virginia,54,776
4/17/20,Wisconsin,55,4045
4/17/20,Wyoming,56,401
4/18/20,Alabama,1,4723
4/18/20,Alaska,2,312
4/18/20,Arizona,4,4719
4/18/20,Arkansas,5,1777
4/18/20,California,6,30829
4/18/20,Colorado,8,9433
4/18/20,Connecticut,9,17550
4/18/20,Delaware,10,2538
4/18/20,District of Columbia,11,2666
4/18/20,Florida,12,25484
4/18/20,Georgia,13,17014
4/18/20,Guam,66,805
4/18/20,Hawaii,15,568
4/18/20,Idaho,16,1668
4/18/20,Illinois,17,29160
4/18/20,Indiana,18,10729
4/18/20,Iowa,19,2513
4/18/20,Kansas,20,1818
4/18/20,Kentucky,21,2707
4/18/20,Louisiana,22,23580
4/18/20,Maine,23,847
4/18/20,Maryland,24,12379
4/18/20,Massachusetts,25,36372
4/18/20,Michigan,26,30717
4/18/20,Minnesota,27,2213
4/18/20,Mississippi,28,3974
4/18/20,Missouri,29,5517
4/18/20,Montana,30,426
4/18/20,Nebraska,31,1348
4/18/20,Nevada,32,3626
4/18/20,New Hampshire,33,1342
4/18/20,New Jersey,34,81420
4/18/20,New Mexico,35,1798
4/18/20,New York,36,240542
4/18/20,North Carolina,37,6140
4/18/20,North Dakota,38,528
4/18/20,Northern Mariana Islands,69,14
4/18/20,Ohio,39,10222
4/18/20,Oklahoma,40,2570
4/18/20,Oregon,41,1844
4/18/20,Pennsylvania,42,31742
4/18/20,Puerto Rico,72,1118
4/18/20,Rhode Island,44,4491
4/18/20,South Carolina,45,4246
4/18/20,South Dakota,46,1541
4/18/20,Tennessee,47,6624
4/18/20,Texas,48,18927
4/18/20,Utah,49,2942
4/18/20,Vermont,50,803
4/18/20,Virgin Islands,78,53
4/18/20,Virginia,51,8052
4/18/20,Washington,53,11850
4/18/20,West Virginia,54,825
4/18/20,Wisconsin,55,4199
4/18/20,Wyoming,56,412
4/19/20,Alabama,1,4903
4/19/20,Alaska,2,317
4/19/20,Arizona,4,4929
4/19/20,Arkansas,5,1781
4/19/20,California,6,31544
4/19/20,Colorado,8,9730
4/19/20,Connecticut,9,17962
4/19/20,Delaware,10,2538
4/19/20,District of Columbia,11,2793
4/19/20,Florida,12,26306
4/19/20,Georgia,13,17619
4/19/20,Guam,66,808
4/19/20,Hawaii,15,574
4/19/20,Idaho,16,1672
4/19/20,Illinois,17,30357
4/19/20,Indiana,18,11300
4/19/20,Iowa,19,2915
4/19/20,Kansas,20,1896
4/19/20,Kentucky,21,2960
4/19/20,Louisiana,22,23928
4/19/20,Maine,23,867
4/19/20,Maryland,24,12892
4/19/20,Massachusetts,25,38077
4/19/20,Michigan,26,31348
4/19/20,Minnesota,27,2356
4/19/20,Mississippi,28,4274
4/19/20,Missouri,29,5667
4/19/20,Montana,30,433
4/19/20,Nebraska,31,1473
4/19/20,Nevada,32,3710
4/19/20,New Hampshire,33,1392
4/19/20,New Jersey,34,85301
4/19/20,New Mexico,35,1845
4/19/20,New York,36,246741
4/19/20,North Carolina,37,6493
4/19/20,North Dakota,38,585
4/19/20,Northern Mariana Islands,69,14
4/19/20,Ohio,39,11602
4/19/20,Oklahoma,40,2599
4/19/20,Oregon,41,1910
4/19/20,Pennsylvania,42,32992
4/19/20,Puerto Rico,72,1213
4/19/20,Rhode Island,44,4706
4/19/20,South Carolina,45,4377
4/19/20,South Dakota,46,1635
4/19/20,Tennessee,47,6824
4/19/20,Texas,48,19441
4/19/20,Utah,49,3071
4/19/20,Vermont,50,812
4/19/20,Virgin Islands,78,53
4/19/20,Virginia,51,8536
4/19/20,Washington,53,11864
4/19/20,West Virginia,54,890
4/19/20,Wisconsin,55,4346
4/19/20,Wyoming,56,422
4/20/20,Alabama,1,5078
