date,state,fips,cases
3/19/20,Guam,66,12
3/19/20,Hawaii,15,26
3/19/20,Idaho,16,23
3/19/20,Illinois,17,420
3/19/20,Indiana,18,56
3/19/20,Iowa,19,44
3/19/20,Kansas,20,35
3/19/20,Kentucky,21,47
3/19/20,Louisiana,22,392
3/19/20,Maine,23,52
3/19/20,Maryland,24,108
3/19/20,Massachusetts,25,328
3/19/20,Michigan,26,334
3/19/20,Minnesota,27,89
3/19/20,Mississippi,28,50
3/19/20,Missouri,29,35
3/19/20,Montana,30,19
3/19/20,Nebraska,31,47
3/19/20,Nevada,32,99
3/19/20,New Hampshire,33,44
3/19/20,New Jersey,34,735
3/19/20,New Mexico,35,35
3/19/20,New York,36,4161
3/19/20,North Carolina,37,104
3/19/20,North Dakota,38,19
3/19/20,Ohio,39,120
3/19/20,Oklahoma,40,44
3/19/20,Oregon,41,87
3/19/20,Pennsylvania,42,187
3/19/20,Puerto Rico,72,6
3/19/20,Rhode Island,44,44
3/19/20,South Carolina,45,81
3/19/20,South Dakota,46,14
3/19/20,Tennessee,47,155
3/19/20,Texas,48,248
3/19/20,Utah,49,80
3/19/20,Vermont,50,22
3/19/20,Virgin Islands,78,3
3/19/20,Virginia,51,94
3/19/20,Washington,53,1228
3/19/20,West Virginia,54,5
3/19/20,Wisconsin,55,155
3/19/20,Wyoming,56,18
3/20/20,Alabama,1,106
3/20/20,Alaska,2,14
3/20/20,Arizona,4,70
3/20/20,Arkansas,5,100
3/20/20,California,6,1283
3/20/20,Colorado,8,364
3/20/20,Connecticut,9,194
3/20/20,Delaware,10,39
3/20/20,District of Columbia,11,71
3/20/20,Florida,12,564
3/20/20,Georgia,13,482
3/20/20,Guam,66,14
3/20/20,Hawaii,15,37
3/20/20,Idaho,16,31
3/20/20,Illinois,17,583
3/20/20,Indiana,18,81
3/20/20,Iowa,19,45
3/20/20,Kansas,20,49
3/20/20,Kentucky,21,63
3/20/20,Louisiana,22,537
3/20/20,Maine,23,57
3/20/20,Maryland,24,150
3/20/20,Massachusetts,25,413
3/20/20,Michigan,26,548
3/20/20,Minnesota,27,115
3/20/20,Mississippi,28,80
3/20/20,Missouri,29,73
3/20/20,Montana,30,19
3/20/20,Nebraska,31,53
3/20/20,Nevada,32,165
3/20/20,New Hampshire,33,55
3/20/20,New Jersey,34,896
3/20/20,New Mexico,35,43
3/20/20,New York,36,7113
3/20/20,North Carolina,37,144
3/20/20,North Dakota,38,27
3/20/20,Ohio,39,169
3/20/20,Oklahoma,40,49
3/20/20,Oregon,41,114
3/20/20,Pennsylvania,42,269
3/20/20,Puerto Rico,72,14
3/20/20,Rhode Island,44,44
3/20/20,South Carolina,45,126
3/20/20,South Dakota,46,14
3/20/20,Tennessee,47,237
3/20/20,Texas,48,377
3/20/20,Utah,49,112
3/20/20,Vermont,50,29
3/20/20,Virgin Islands,78,6
3/20/20,Virginia,51,115
3/20/20,Washington,53,1404
3/20/20,West Virginia,54,8
3/20/20,Wisconsin,55,216
3/20/20,Wyoming,56,22
3/21/20,Alabama,1,131
3/21/20,Alaska,2,21
3/21/20,Arizona,4,104
3/21/20,Arkansas,5,118
3/21/20,California,6,1544
3/21/20,Colorado,8,475
3/21/20,Connecticut,9,223
3/21/20,Delaware,10,45
3/21/20,District of Columbia,11,77
3/21/20,Florida,12,764
3/21/20,Georgia,13,552
3/21/20,Guam,66,15
3/21/20,Hawaii,15,48
3/21/20,Idaho,16,42
3/21/20,Illinois,17,751
3/21/20,Indiana,18,128
3/21/20,Iowa,19,68
3/21/20,Kansas,20,57
3/21/20,Kentucky,21,84
3/21/20,Louisiana,22,763
3/21/20,Maine,23,70
3/21/20,Maryland,24,195
3/21/20,Massachusetts,25,525
3/21/20,Michigan,26,787
3/21/20,Minnesota,27,138
3/21/20,Mississippi,28,140
3/21/20,Missouri,29,93
3/21/20,Montana,30,29
3/21/20,Nebraska,31,61
3/21/20,Nevada,32,165
3/21/20,New Hampshire,33,65
3/21/20,New Jersey,34,1336
3/21/20,New Mexico,35,57
3/21/20,New York,36,10371
3/21/20,North Carolina,37,184
3/21/20,North Dakota,38,28
3/21/20,Ohio,39,247
3/21/20,Oklahoma,40,53
3/21/20,Oregon,41,137
3/21/20,Pennsylvania,42,388
3/21/20,Puerto Rico,72,21
3/21/20,Rhode Island,44,66
3/21/20,South Carolina,45,172
3/21/20,South Dakota,46,14
3/21/20,Tennessee,47,312
3/21/20,Texas,48,547
3/21/20,Utah,49,138
3/21/20,Vermont,50,49
3/21/20,Virgin Islands,78,6
3/21/20,Virginia,51,152
3/21/20,Washington,53,1655
3/21/20,West Virginia,54,12
3/21/20,Wisconsin,55,281
3/21/20,Wyoming,56,24
3/22/20,Alabama,1,157
3/22/20,Alaska,2,22
3/22/20,Arizona,4,153
3/22/20,Arkansas,5,165
3/22/20,California,6,1851
3/22/20,Colorado,8,591
3/22/20,Connecticut,9,327
3/22/20,Delaware,10,56
3/22/20,District of Columbia,11,98
3/22/20,Florida,12,1000
3/22/20,Georgia,13,620
3/22/20,Guam,66,27
3/22/20,Hawaii,15,56
3/22/20,Idaho,16,47
3/22/20,Illinois,17,1047
3/22/20,Indiana,18,204
3/22/20,Iowa,19,90
3/22/20,Kansas,20,66
3/22/20,Kentucky,21,103
3/22/20,Louisiana,22,837
3/22/20,Maine,23,89
3/22/20,Maryland,24,245
3/22/20,Massachusetts,25,646
3/22/20,Michigan,26,1033
3/22/20,Minnesota,27,171
3/22/20,Mississippi,28,207
3/22/20,Missouri,29,130
3/22/20,Montana,30,34
3/22/20,Nebraska,31,62
3/22/20,Nevada,32,190
3/22/20,New Hampshire,33,78
3/22/20,New Jersey,34,1914
3/22/20,New Mexico,35,65
3/22/20,New York,36,15188
3/22/20,North Carolina,37,269
3/22/20,North Dakota,38,30
3/22/20,Ohio,39,351
3/22/20,Oklahoma,40,67
3/22/20,Oregon,41,161
3/22/20,Pennsylvania,42,504
3/22/20,Puerto Rico,72,23
3/22/20,Rhode Island,44,83
3/22/20,South Carolina,45,194
3/22/20,South Dakota,46,21
3/22/20,Tennessee,47,424
3/22/20,Texas,48,632
3/22/20,Utah,49,182
3/22/20,Vermont,50,52
3/22/20,Virgin Islands,78,17
3/22/20,Virginia,51,219
3/22/20,Washington,53,1844
3/22/20,West Virginia,54,16
3/22/20,Wisconsin,55,382
3/22/20,Wyoming,56,26
3/23/20,Alabama,1,196
3/23/20,Alaska,2,36
3/23/20,Arizona,4,234
3/23/20,Arkansas,5,201
3/23/20,California,6,2240
3/23/20,Colorado,8,721
3/23/20,Connecticut,9,415
3/23/20,Delaware,10,87
3/23/20,District of Columbia,11,116
3/23/20,Florida,12,1222
3/23/20,Georgia,13,800
3/23/20,Guam,66,29
3/23/20,Hawaii,15,77
3/23/20,Idaho,16,50
3/23/20,Illinois,17,1285
3/23/20,Indiana,18,264
3/23/20,Iowa,19,105
3/23/20,Kansas,20,82
3/23/20,Kentucky,21,124
3/23/20,Louisiana,22,1172
3/23/20,Maine,23,107
3/23/20,Maryland,24,290
3/23/20,Massachusetts,25,777
3/23/20,Michigan,26,1324
3/23/20,Minnesota,27,235
3/23/20,Mississippi,28,249
3/23/20,Missouri,29,183
3/23/20,Montana,30,45
3/23/20,Nebraska,31,73
3/23/20,Nevada,32,265
3/23/20,New Hampshire,33,101
3/23/20,New Jersey,34,2844
3/23/20,New Mexico,35,83
3/23/20,New York,36,20899
3/23/20,North Carolina,37,302
3/23/20,North Dakota,38,32
3/23/20,Ohio,39,444
3/23/20,Oklahoma,40,81
3/23/20,Oregon,41,191
3/23/20,Pennsylvania,42,644
3/23/20,Puerto Rico,72,31
3/23/20,Rhode Island,44,106
3/23/20,South Carolina,45,299
3/23/20,South Dakota,46,28
3/23/20,Tennessee,47,522
3/23/20,Texas,48,728
3/23/20,Utah,49,257
3/23/20,Vermont,50,75
3/23/20,Virgin Islands,78,17
3/23/20,Virginia,51,254
3/23/20,Washington,53,2101
3/23/20,West Virginia,54,16
3/23/20,Wisconsin,55,418
3/23/20,Wyoming,56,28
3/24/20,Alabama,1,242
3/24/20,Alaska,2,42
3/24/20,Arizona,4,326
3/24/20,Arkansas,5,231
3/24/20,California,6,2644
3/24/20,Colorado,8,912
3/24/20,Connecticut,9,618
3/24/20,Delaware,10,104
3/24/20,District of Columbia,11,137
3/24/20,Florida,12,1467
3/24/20,Georgia,13,1095
3/24/20,Guam,66,32
3/24/20,Hawaii,15,90
3/24/20,Idaho,16,73
3/24/20,Illinois,17,1535
3/24/20,Indiana,18,371
3/24/20,Iowa,19,124
3/24/20,Kansas,20,99
3/24/20,Kentucky,21,157
3/24/20,Louisiana,22,1388
3/24/20,Maine,23,118
3/24/20,Maryland,24,349
3/24/20,Massachusetts,25,1159
3/24/20,Michigan,26,1791
3/24/20,Minnesota,27,262
3/24/20,Mississippi,28,320
3/24/20,Missouri,29,255
3/24/20,Montana,30,51
3/24/20,Nebraska,31,77
3/24/20,Nevada,32,315
3/24/20,New Hampshire,33,108
3/24/20,New Jersey,34,3675
3/24/20,New Mexico,35,100
3/24/20,New York,36,25703
3/24/20,North Carolina,37,397
3/24/20,North Dakota,38,36
3/24/20,Ohio,39,564
3/24/20,Oklahoma,40,106
3/24/20,Oregon,41,209
3/24/20,Pennsylvania,42,851
3/24/20,Puerto Rico,72,39
3/24/20,Rhode Island,44,124
3/24/20,South Carolina,45,342
3/24/20,South Dakota,46,30
3/24/20,Tennessee,47,678
3/24/20,Texas,48,857
3/24/20,Utah,49,298
3/24/20,Vermont,50,95
3/24/20,Virgin Islands,78,17
3/24/20,Virginia,51,290
3/24/20,Washington,53,2469
3/24/20,West Virginia,54,39
3/24/20,Wisconsin,55,481
3/24/20,Wyoming,56,37
3/25/20,Alabama,1,386
3/25/20,Alaska,2,59
3/25/20,Arizona,4,402
3/25/20,Arkansas,5,307
3/25/20,California,6,3183
3/25/20,Colorado,8,1086
3/25/20,Connecticut,9,875
3/25/20,Delaware,10,119
3/25/20,District of Columbia,11,183
3/25/20,Florida,12,1965
3/25/20,Georgia,13,1385
3/25/20,Guam,66,32
3/25/20,Hawaii,15,95
3/25/20,Idaho,16,123
3/25/20,Illinois,17,1874
3/25/20,Indiana,18,484
3/25/20,Iowa,19,145
3/25/20,Kansas,20,132
3/25/20,Kentucky,21,198
3/25/20,Louisiana,22,1795
3/25/20,Maine,23,142
3/25/20,Maryland,24,423
3/25/20,Massachusetts,25,1838
3/25/20,Michigan,26,2293
3/25/20,Minnesota,27,287
3/25/20,Mississippi,28,376
3/25/20,Missouri,29,377
3/25/20,Montana,30,65
3/25/20,Nebraska,31,84
3/25/20,Nevada,32,405
3/25/20,New Hampshire,33,137
3/25/20,New Jersey,34,4402
3/25/20,New Mexico,35,112
3/25/20,New York,36,33116
3/25/20,North Carolina,37,561
3/25/20,North Dakota,38,45
3/25/20,Ohio,39,706
3/25/20,Oklahoma,40,164
3/25/20,Oregon,41,266
3/25/20,Pennsylvania,42,1151
3/25/20,Puerto Rico,72,51
3/25/20,Rhode Island,44,132
3/25/20,South Carolina,45,424
3/25/20,South Dakota,46,41
3/25/20,Tennessee,47,806
3/25/20,Texas,48,1119
3/25/20,Utah,49,346
3/25/20,Vermont,50,123
3/25/20,Virgin Islands,78,17
3/25/20,Virginia,51,390
3/25/20,Washington,53,2585
3/25/20,West Virginia,54,51
3/25/20,Wisconsin,55,623
3/25/20,Wyoming,56,49
3/26/20,Alabama,1,538
3/26/20,Alaska,2,69
3/26/20,Arizona,4,508
3/26/20,Arkansas,5,350
3/26/20,California,6,4060
3/26/20,Colorado,8,1432
3/26/20,Connecticut,9,1012
3/26/20,Delaware,10,143
3/26/20,District of Columbia,11,231
3/26/20,Florida,12,2477
3/26/20,Georgia,13,1641
3/26/20,Guam,66,49
3/26/20,Hawaii,15,106
3/26/20,Idaho,16,189
3/26/20,Illinois,17,2538
3/26/20,Indiana,18,661
3/26/20,Iowa,19,179
3/26/20,Kansas,20,171
3/26/20,Kentucky,21,248
3/26/20,Louisiana,22,2305
3/26/20,Maine,23,155
3/26/20,Maryland,24,581
3/26/20,Massachusetts,25,2417
3/26/20,Michigan,26,2877
3/26/20,Minnesota,27,346
3/26/20,Mississippi,28,486
3/26/20,Missouri,29,507
3/26/20,Montana,30,90
3/26/20,Nebraska,31,91
3/26/20,Nevada,32,535
3/26/20,New Hampshire,33,158
3/26/20,New Jersey,34,6876
3/26/20,New Mexico,35,136
3/26/20,New York,36,39057
3/26/20,North Carolina,37,637
3/26/20,North Dakota,38,58
3/26/20,Ohio,39,867
3/26/20,Oklahoma,40,248
3/26/20,Oregon,41,316
3/26/20,Pennsylvania,42,1690
3/26/20,Puerto Rico,72,64
3/26/20,Rhode Island,44,165
3/26/20,South Carolina,45,456
3/26/20,South Dakota,46,46
3/26/20,Tennessee,47,981
3/26/20,Texas,48,1542
3/26/20,Utah,49,402
3/26/20,Vermont,50,158
3/26/20,Virgin Islands,78,17
3/26/20,Virginia,51,603
3/26/20,Washington,53,3208
3/26/20,West Virginia,54,76
3/26/20,Wisconsin,55,754
3/26/20,Wyoming,56,56
3/27/20,Alabama,1,639
3/27/20,Alaska,2,85
3/27/20,Arizona,4,665
3/27/20,Arkansas,5,385
3/27/20,California,6,4914
3/27/20,Colorado,8,1735
3/27/20,Connecticut,9,1291
3/27/20,Delaware,10,165
3/27/20,District of Columbia,11,267
3/27/20,Florida,12,3198
3/27/20,Georgia,13,2198
3/27/20,Guam,66,53
3/27/20,Hawaii,15,120
3/27/20,Idaho,16,231
3/27/20,Illinois,17,3029
3/27/20,Indiana,18,988
3/27/20,Iowa,19,235
3/27/20,Kansas,20,212
3/27/20,Kentucky,21,302
3/27/20,Louisiana,22,2746
3/27/20,Maine,23,168
3/27/20,Maryland,24,775
3/27/20,Massachusetts,25,3240
3/27/20,Michigan,26,3655
3/27/20,Minnesota,27,398
3/27/20,Mississippi,28,579
3/27/20,Missouri,29,670
3/27/20,Montana,30,121
3/27/20,Nebraska,31,99
3/27/20,Nevada,32,621
3/27/20,New Hampshire,33,187
3/27/20,New Jersey,34,8825
3/27/20,New Mexico,35,191
3/27/20,New York,36,44745
3/27/20,North Carolina,37,782
3/27/20,North Dakota,38,68
3/27/20,Ohio,39,1144
3/27/20,Oklahoma,40,322
3/27/20,Oregon,41,414
3/27/20,Pennsylvania,42,2217
3/27/20,Puerto Rico,72,79
3/27/20,Rhode Island,44,203
3/27/20,South Carolina,45,539
3/27/20,South Dakota,46,58
3/27/20,Tennessee,47,1180
3/27/20,Texas,48,1940
3/27/20,Utah,49,480
3/27/20,Vermont,50,184
3/27/20,Virgin Islands,78,19
3/27/20,Virginia,51,605
3/27/20,Washington,53,3770
3/27/20,West Virginia,54,96
3/27/20,Wisconsin,55,930
3/27/20,Wyoming,56,73
3/28/20,Alabama,1,720
3/28/20,Alaska,2,102
3/28/20,Arizona,4,773
3/28/20,Arkansas,5,409
3/28/20,California,6,5565
3/28/20,Colorado,8,2061
3/28/20,Connecticut,9,1524
3/28/20,Delaware,10,214
3/28/20,District of Columbia,11,304
3/28/20,Florida,12,4038
3/28/20,Georgia,13,2447
3/28/20,Guam,66,57
3/28/20,Hawaii,15,151
3/28/20,Idaho,16,261
3/28/20,Illinois,17,3547
3/28/20,Indiana,18,1239
3/28/20,Iowa,19,298
3/28/20,Kansas,20,271
3/28/20,Kentucky,21,394
3/28/20,Louisiana,22,3315
3/28/20,Maine,23,211
3/28/20,Maryland,24,1066
3/28/20,Massachusetts,25,4257
3/28/20,Michigan,26,4634
3/28/20,Minnesota,27,440
3/28/20,Mississippi,28,669
3/28/20,Missouri,29,837
3/28/20,Montana,30,147
3/28/20,Nebraska,31,121
3/28/20,Nevada,32,738
3/28/20,New Hampshire,33,214
3/28/20,New Jersey,34,11124
3/28/20,New Mexico,35,208
3/28/20,New York,36,53516
3/28/20,North Carolina,37,971
3/28/20,North Dakota,38,93
3/28/20,Northern Mariana Islands,69,2
3/28/20,Ohio,39,1406
3/28/20,Oklahoma,40,377
3/28/20,Oregon,41,479
3/28/20,Pennsylvania,42,2815
3/28/20,Puerto Rico,72,100
3/28/20,Rhode Island,44,239
3/28/20,South Carolina,45,660
3/28/20,South Dakota,46,68
3/28/20,Tennessee,47,1363
3/28/20,Texas,48,2158
3/28/20,Utah,49,608
3/28/20,Vermont,50,211
3/28/20,Virgin Islands,78,19
3/28/20,Virginia,51,739
3/28/20,Washington,53,4311
3/28/20,West Virginia,54,113
3/28/20,Wisconsin,55,1042
3/28/20,Wyoming,56,84
3/29/20,Alabama,1,830
3/29/20,Alaska,2,114
3/29/20,Arizona,4,929
3/29/20,Arkansas,5,449
3/29/20,California,6,6266
3/29/20,Colorado,8,2315
3/29/20,Connecticut,9,1993
3/29/20,Delaware,10,232
3/29/20,District of Columbia,11,342
3/29/20,Florida,12,4942
3/29/20,Georgia,13,2683
3/29/20,Guam,66,58
3/29/20,Hawaii,15,175
3/29/20,Idaho,16,310
3/29/20,Illinois,17,4613
3/29/20,Indiana,18,1522
3/29/20,Iowa,19,336
3/29/20,Kansas,20,332
3/29/20,Kentucky,21,439
3/29/20,Louisiana,22,3539
3/29/20,Maine,23,253
3/29/20,Maryland,24,1244
3/29/20,Massachusetts,25,4955
3/29/20,Michigan,26,5486
3/29/20,Minnesota,27,504
3/29/20,Mississippi,28,759
3/29/20,Missouri,29,902
3/29/20,Montana,30,161
3/29/20,Nebraska,31,136
3/29/20,Nevada,32,920
3/29/20,New Hampshire,33,258
3/29/20,New Jersey,34,13386
3/29/20,New Mexico,35,237
3/29/20,New York,36,59783
3/29/20,North Carolina,37,1164
3/29/20,North Dakota,38,97
3/29/20,Northern Mariana Islands,69,2
3/29/20,Ohio,39,1665
3/29/20,Oklahoma,40,429
3/29/20,Oregon,41,548
3/29/20,Pennsylvania,42,3441
3/29/20,Puerto Rico,72,127
3/29/20,Rhode Island,44,294
3/29/20,South Carolina,45,774
3/29/20,South Dakota,46,90
3/29/20,Tennessee,47,1569
3/29/20,Texas,48,2709
3/29/20,Utah,49,719
3/29/20,Vermont,50,235
3/29/20,Virgin Islands,78,23
3/29/20,Virginia,51,889
3/29/20,Washington,53,4897
3/29/20,West Virginia,54,124
3/29/20,Wisconsin,55,1120
3/29/20,Wyoming,56,87
3/30/20,Alabama,1,947
3/30/20,Alaska,2,119
3/30/20,Arizona,4,1169
3/30/20,Arkansas,5,508
3/30/20,California,6,7421
3/30/20,Colorado,8,2628
3/30/20,Connecticut,9,2571
3/30/20,Delaware,10,264
3/30/20,District of Columbia,11,401
3/30/20,Florida,12,5694
3/30/20,Georgia,13,3032
3/30/20,Guam,66,60
3/30/20,Hawaii,15,204
3/30/20,Idaho,16,415
3/30/20,Illinois,17,5070
3/30/20,Indiana,18,1797
3/30/20,Iowa,19,424
3/30/20,Kansas,20,373
3/30/20,Kentucky,21,480
3/30/20,Louisiana,22,4024
3/30/20,Maine,23,275
3/30/20,Maryland,24,1414
3/30/20,Massachusetts,25,5752
3/30/20,Michigan,26,6508
3/30/20,Minnesota,27,576
3/30/20,Mississippi,28,848
3/30/20,Missouri,29,1049
3/30/20,Montana,30,177
3/30/20,Nebraska,31,185
3/30/20,Nevada,32,1044
3/30/20,New Hampshire,33,314
3/30/20,New Jersey,34,16636
3/30/20,New Mexico,35,281
3/30/20,New York,36,67462
3/30/20,North Carolina,37,1302
3/30/20,North Dakota,38,108
3/30/20,Northern Mariana Islands,69,2
3/30/20,Ohio,39,1933
3/30/20,Oklahoma,40,481
3/30/20,Oregon,41,606
3/30/20,Pennsylvania,42,4156
3/30/20,Puerto Rico,72,174
3/30/20,Rhode Island,44,408
3/30/20,South Carolina,45,925
3/30/20,South Dakota,46,100
3/30/20,Tennessee,47,1721
3/30/20,Texas,48,3036
3/30/20,Utah,49,806
3/30/20,Vermont,50,256
3/30/20,Virgin Islands,78,30
3/30/20,Virginia,51,1020
3/30/20,Washington,53,5180
3/30/20,West Virginia,54,145
3/30/20,Wisconsin,55,1267
3/30/20,Wyoming,56,95
3/31/20,Alabama,1,999
3/31/20,Alaska,2,133
3/31/20,Arizona,4,1298
3/31/20,Arkansas,5,564
3/31/20,California,6,8582
3/31/20,Colorado,8,2990
3/31/20,Connecticut,9,3128
3/31/20,Delaware,10,319
3/31/20,District of Columbia,11,495
3/31/20,Florida,12,6741
3/31/20,Georgia,13,4116
3/31/20,Guam,66,139
3/31/20,Hawaii,15,224
3/31/20,Idaho,16,526
3/31/20,Illinois,17,5992
3/31/20,Indiana,18,2170
3/31/20,Iowa,19,498
3/31/20,Kansas,20,434
3/31/20,Kentucky,21,590
3/31/20,Louisiana,22,5237
3/31/20,Maine,23,303
3/31/20,Maryland,24,1662
3/31/20,Massachusetts,25,6620
3/31/20,Michigan,26,7629
3/31/20,Minnesota,27,629
3/31/20,Mississippi,28,937
3/31/20,Missouri,29,1350
3/31/20,Montana,30,198
3/31/20,Nebraska,31,193
3/31/20,Nevada,32,1113
3/31/20,New Hampshire,33,367
3/31/20,New Jersey,34,18696
3/31/20,New Mexico,35,315
3/31/20,New York,36,76211
3/31/20,North Carolina,37,1526
3/31/20,North Dakota,38,126
3/31/20,Northern Mariana Islands,69,2
3/31/20,Ohio,39,2199
3/31/20,Oklahoma,40,566
3/31/20,Oregon,41,690
3/31/20,Pennsylvania,42,4997
3/31/20,Puerto Rico,72,239
3/31/20,Rhode Island,44,488
3/31/20,South Carolina,45,1083
3/31/20,South Dakota,46,107
3/31/20,Tennessee,47,2049
3/31/20,Texas,48,3570
3/31/20,Utah,49,887
3/31/20,Vermont,50,293
3/31/20,Virgin Islands,78,30
3/31/20,Virginia,51,1249
3/31/20,Washington,53,5293
3/31/20,West Virginia,54,162
3/31/20,Wisconsin,55,1351
3/31/20,Wyoming,56,120
4/1/20,Alabama,1,1106
4/1/20,Alaska,2,143
4/1/20,Arizona,4,1413
4/1/20,Arkansas,5,624
4/1/20,California,6,9816
4/1/20,Colorado,8,3346
4/1/20,Connecticut,9,3557
4/1/20,Delaware,10,368
4/1/20,District of Columbia,11,586
4/1/20,Florida,12,7765
4/1/20,Georgia,13,4747
4/1/20,Guam,66,147
4/1/20,Hawaii,15,258
4/1/20,Idaho,16,669
4/1/20,Illinois,17,6978
4/1/20,Indiana,18,2578
4/1/20,Iowa,19,549
4/1/20,Kansas,20,488
4/1/20,Kentucky,21,674
4/1/20,Louisiana,22,6424
4/1/20,Maine,23,344
4/1/20,Maryland,24,1985
4/1/20,Massachusetts,25,7738
4/1/20,Michigan,26,9292
4/1/20,Minnesota,27,689
4/1/20,Mississippi,28,1073
4/1/20,Missouri,29,1580
4/1/20,Montana,30,217
4/1/20,Nebraska,31,249
4/1/20,Nevada,32,1279
4/1/20,New Hampshire,33,415
4/1/20,New Jersey,34,22255
4/1/20,New Mexico,35,363
4/1/20,New York,36,84363
4/1/20,North Carolina,37,1580
4/1/20,North Dakota,38,147
4/1/20,Northern Mariana Islands,69,6
4/1/20,Ohio,39,2547
4/1/20,Oklahoma,40,719
4/1/20,Oregon,41,736
4/1/20,Pennsylvania,42,5805
4/1/20,Puerto Rico,72,286
4/1/20,Rhode Island,44,566
4/1/20,South Carolina,45,1293
4/1/20,South Dakota,46,128
4/1/20,Tennessee,47,2689
4/1/20,Texas,48,4255
4/1/20,Utah,49,1012
4/1/20,Vermont,50,321
4/1/20,Virgin Islands,78,30
4/1/20,Virginia,51,1511
4/1/20,Washington,53,5589
4/1/20,West Virginia,54,191
4/1/20,Wisconsin,55,1550
4/1/20,Wyoming,56,137
4/2/20,Alabama,1,1270
4/2/20,Alaska,2,146
4/2/20,Arizona,4,1600
4/2/20,Arkansas,5,683
4/2/20,California,6,11190
4/2/20,Colorado,8,3728
4/2/20,Connecticut,9,3824
4/2/20,Delaware,10,393
4/2/20,District of Columbia,11,653
4/2/20,Florida,12,9000
4/2/20,Georgia,13,5444
4/2/20,Guam,66,152
4/2/20,Hawaii,15,283
4/2/20,Idaho,16,890
4/2/20,Illinois,17,7695
4/2/20,Indiana,18,3056
4/2/20,Iowa,19,614
4/2/20,Kansas,20,554
4/2/20,Kentucky,21,747
4/2/20,Louisiana,22,9152
4/2/20,Maine,23,376
4/2/20,Maryland,24,2331
4/2/20,Massachusetts,25,8966
4/2/20,Michigan,26,10791
4/2/20,Minnesota,27,742
4/2/20,Mississippi,28,1177
4/2/20,Missouri,29,1834
4/2/20,Montana,30,241
4/2/20,Nebraska,31,273
4/2/20,Nevada,32,1458
4/2/20,New Hampshire,33,479
4/2/20,New Jersey,34,25590
4/2/20,New Mexico,35,403
4/2/20,New York,36,92971
4/2/20,North Carolina,37,1857
4/2/20,North Dakota,38,159
4/2/20,Northern Mariana Islands,69,8
4/2/20,Ohio,39,2902
4/2/20,Oklahoma,40,879
4/2/20,Oregon,41,826
4/2/20,Pennsylvania,42,7016
4/2/20,Puerto Rico,72,316
4/2/20,Rhode Island,44,657
4/2/20,South Carolina,45,1554
4/2/20,South Dakota,46,165
4/2/20,Tennessee,47,2868
4/2/20,Texas,48,4880
4/2/20,Utah,49,1077
4/2/20,Vermont,50,338
4/2/20,Virgin Islands,78,37
4/2/20,Virginia,51,1705
4/2/20,Washington,53,6586
4/2/20,West Virginia,54,217
4/2/20,Wisconsin,55,1730
4/2/20,Wyoming,56,153
4/3/20,Alabama,1,1535
4/3/20,Alaska,2,156
4/3/20,Arizona,4,1769
4/3/20,Arkansas,5,738
4/3/20,California,6,12569
4/3/20,Colorado,8,4182
4/3/20,Connecticut,9,4915
4/3/20,Delaware,10,450
4/3/20,District of Columbia,11,757
4/3/20,Florida,12,10260
4/3/20,Georgia,13,5967
4/3/20,Guam,66,154
4/3/20,Hawaii,15,317
4/3/20,Idaho,16,1012
4/3/20,Illinois,17,8904
4/3/20,Indiana,18,3455
4/3/20,Iowa,19,699
4/3/20,Kansas,20,624
4/3/20,Kentucky,21,762
4/3/20,Louisiana,22,10299
4/3/20,Maine,23,432
4/3/20,Maryland,24,2758
4/3/20,Massachusetts,25,10402
4/3/20,Michigan,26,12669
4/3/20,Minnesota,27,789
4/3/20,Mississippi,28,1358
4/3/20,Missouri,29,2113
4/3/20,Montana,30,262
4/3/20,Nebraska,31,296
4/3/20,Nevada,32,1549
4/3/20,New Hampshire,33,540
4/3/20,New Jersey,34,29895
4/3/20,New Mexico,35,495
4/3/20,New York,36,103651
4/3/20,North Carolina,37,2093
4/3/20,North Dakota,38,173
4/3/20,Northern Mariana Islands,69,8
4/3/20,Ohio,39,3312
4/3/20,Oklahoma,40,987
4/3/20,Oregon,41,899
4/3/20,Pennsylvania,42,8420
4/3/20,Puerto Rico,72,378
4/3/20,Rhode Island,44,711
4/3/20,South Carolina,45,1700
4/3/20,South Dakota,46,187
4/3/20,Tennessee,47,3032
4/3/20,Texas,48,5669
4/3/20,Utah,49,1248
4/3/20,Vermont,50,389
4/3/20,Virgin Islands,78,38
4/3/20,Virginia,51,2011
4/3/20,Washington,53,6967
4/3/20,West Virginia,54,242
4/3/20,Wisconsin,55,1916
4/3/20,Wyoming,56,166
4/4/20,Alabama,1,1632
4/4/20,Alaska,2,169
4/4/20,Arizona,4,2019
4/4/20,Arkansas,5,743
4/4/20,California,6,13796
4/4/20,Colorado,8,4574
4/4/20,Connecticut,9,5276
4/4/20,Delaware,10,593
4/4/20,District of Columbia,11,902
4/4/20,Florida,12,11537
4/4/20,Georgia,13,6383
4/4/20,Guam,66,223
4/4/20,Hawaii,15,349
4/4/20,Idaho,16,1076
4/4/20,Illinois,17,10357
4/4/20,Indiana,18,3975
4/4/20,Iowa,19,786
4/4/20,Kansas,20,702
4/4/20,Kentucky,21,909
4/4/20,Louisiana,22,12500
4/4/20,Maine,23,456
4/4/20,Maryland,24,3125
4/4/20,Massachusetts,25,11736
4/4/20,Michigan,26,14225
